prompt,completion,split
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How has the HRM system in Korea evolved over time, and what are the major components of the HRM system?
<|im_start|>Answer
","The HRM system in Korea has evolved through three periods: pre-1987, 1987 to 1997, and post-1997. Major changes were implemented in all components of the HRM system over time, except for organizational culture. The major components of the HRM system include organizational culture, recruitment and retention, training and development, performance management, compensation and rewards, and labor unions.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is the author of the editorial material in the book?
<|im_start|>Answer
",Fabian Jintae Froese<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What gap does moonROK address in the existing K-Pop market?
<|im_start|>Answer
",moonROK addresses the gap of an English-language news site for K-Pop fans who cannot speak and understand the Korean language.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who are the contributors to the book and where are they based?
<|im_start|>Answer
","The contributors to the book are well-known scholars based in America, Asia, Australia, and Europe.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the total number of inbound FDI notifications to Korea from 2005 to 2017?
<|im_start|>Answer
","The total number of inbound FDI notifications to Korea from 2005 to 2017 is 39,423.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the name of the character who is a skilled pilot and a member of the resistance group?
<|im_start|>Answer
",Sarah<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the main preference of foreign investors when entering Korea, based on the data provided in Table 5.9?
<|im_start|>Answer
","According to the data, foreign investors seem to prefer to establish wholly owned subsidiaries when entering Korea, as they invested in 25,057 projects with 100% ownership out of the total 39,423 projects, which constitutes consistently over 60% of inbound FDI notifications to Korea throughout the time series from 2005 to 2017.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who are the authors of Chapter 7?
<|im_start|>Answer
",Yong Suhk Pak and Yi Yang<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are expatriates who receive only Class A salary income and/or retirement income required to file a tax return prior to leaving Korea?
<|im_start|>Answer
","No, they are not required to file a tax return prior to leaving Korea but must submit the necessary documents for the year-end settlement. Personal income tax will be assessed to their employer.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the total number of M&A deals made by US companies in South Korea from 2008 to 2018?
<|im_start|>Answer
",121<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who is considered a Non-resident for income tax purposes in Korea?
<|im_start|>Answer
",An individual who is not deemed to be a Resident is considered a Non-resident for income tax purposes in Korea.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were the protests in 2016 about?
<|im_start|>Answer
","The protests in 2016 were about much more than bringing Ms. Park to book. They were driven by a sense of injustice that had been simmering for years, including high unemployment rates, intense competition for socially respected jobs, and the knowledge that those with money and connections can evade the rat-race.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What was the role of the chaebol in Korea's industrialization?
<|im_start|>Answer
","The chaebol, mostly family-owned and -managed Korean conglomerates such as Samsung, LG, SK, Hyundai, spear-headed large-scale export-oriented industrialization.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the Advanced Customs Valuation Arrangement (ACVA) and when was it introduced?
<|im_start|>Answer
",The Advanced Customs Valuation Arrangement (ACVA) is a system introduced by the Korean Customs Service (KCS) in 2008. It provides a mechanism for taxpayers and the KCS to agree on an appropriate dutiable value of imported goods sourced from related parties.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the twelfth section of the report about?
<|im_start|>Answer
","The twelfth section is about partnerships and joint ventures in Korea, which starts on page 82.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are some fundamental differences in communication style between Koreans and Westerners?
<|im_start|>Answer
","Koreans have a high tolerance for ambiguous communication, whereas Westerners might prefer clarity and specificity in the workplace.<|im_end|>",train
