prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a company work rule that requires more than two weeks' notice to resign be enforced?
<|im_start|>Answer
","If the rule sets an unreasonable period, it is without effect.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What documents are required when filing notifications or applications related to resident cards?
<|im_start|>Answer
","When filing any of the following notifications or applications, foreign nationals are required to bring their passport, photo, and resident card.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What benefits do corporations enjoy by filing a blue form tax return?
<|im_start|>Answer
",Corporations filing blue form tax returns enjoy a variety of tax benefits.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is a change of status of residence automatically approved?
<|im_start|>Answer
","No, it depends on whether the new activities meet the requirements and criteria of the desired status of residence.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the three types of corporate reorganization?
<|im_start|>Answer
","Merger, business transfer, and company split.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are persons in positions of management or supervision and persons handling confidential administrative work subject to the regulations on working hours, breaks and days off?
<|im_start|>Answer
","No, they are not subject to the regulations on working hours, breaks and days off (with the exception of regulations on night work).<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the deadline for notifications for Workers' Accident Compensation Insurance?
<|im_start|>Answer
",Notifications must be submitted to the local Labor Standards Inspection Office within a period of 10 days starting on the day following that on which participation in the insurance program was established.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any other special measures related to the amount of capital, etc. in the treatment of deductions of the allowance for bad debts, special provisions for taxation on entertainment expenses, and various special write-offs and tax deductions?
<|im_start|>Answer
","Yes, there are special measures depending on the amount of capital in the treatment of deductions of the allowance for bad debts, special provisions for taxation on entertainment expenses, and various special write-offs and tax deductions.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does the Restoration Income Surtax affect the tax rates for withholding tax on interest paid to a foreign corporation?
<|im_start|>Answer
","The Restoration Income Surtax results in an additional 2.1% tax on the withholding tax rate, which is added to the original tax rate. For example, the tax rate under domestic law for withholding tax on interest paid to a foreign corporation is 20%, to which will be added restoration income surtax (20% X 2.1%), resulting in a total 20.42% tax withheld at source.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What activities are authorized for each status of residence related to investment in Japan?
<|im_start|>Answer
","Business Manager can manage trades and other businesses in Japan or engage in administration of the relevant business. Engineer/Specialist in Humanities/International Services can engage in services requiring skills or knowledge in various fields, while Intra-company Transferee can work at business offices in Japan for a limited period of time. Legal/Accounting Services can engage in legal or accounting businesses, and Skilled Labor can engage in services requiring industrial techniques or skills in special fields.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the timeframe for filing the notification of coverage of establishment by employment insurance, including notification of acquisition of insured status?
<|im_start|>Answer
",This must be filed within 10 days of first hiring workers.<|im_end|>,train
